iter	Passed	Remaining
1662	137192	110298
1663	137287	110226
1664	137379	110150
1665	137459	110066
1666	137542	109984
1667	137625	109902
1668	137705	109818
1669	137788	109735
1670	137876	109657
1671	137954	109571
1672	138040	109491
1673	138114	109402
1674	138193	109316
1675	138271	109231
1676	138353	109148
1677	138426	109057
1678	138505	108973
1679	138586	108889
1680	138670	108808
1681	138755	108727
1682	138842	108648
1683	138924	108566
1684	139017	108491
1685	139099	108408
1686	139184	108327
1687	139270	108247
1688	139351	108164
1689	139444	108090
1690	139530	108010
1691	139616	107930
1692	139707	107854
1693	139782	107766
1694	139864	107682
1695	139947	107601
1696	140042	107528
1697	140124	107445
1698	140211	107366
1699	140294	107283
1700	140372	107198
1701	140454	107114
1702	140527	107025
1703	140609	106942
1704	140694	106862
1705	140775	106778
1706	140865	106701
1707	140952	106622
1708	141040	106543
1709	141113	106454
1710	141197	106372
1711	141281	106291
1712	141350	106198
1713	141426	106110
1714	141504	106025
1715	141588	105943
1716	141667	105859
1717	141750	105776
1718	141831	105693
1719	141918	105613
1720	141999	105530
1721	142086	105451
1722	142166	105366
1723	142251	105285
1724	142321	105194
1725	142407	105114
1726	142490	105032
1727	142581	104956
1728	142665	104874
1729	142731	104779
1730	142809	104694
1731	142890	104610
1732	142972	104527
1733	143052	104443
1734	143144	104367
1735	143227	104285
1736	143310	104203
1737	143381	104112
1738	143466	104031
1739	143540	103943
1740	143613	103854
1741	143697	103772
1742	143778	103688
1743	143858	103604
1744	143950	103528
1745	144040	103451
1746	144116	103364
1747	144196	103280
1748	144272	103193
1749	144354	103110
1750	144433	103025
1751	144515	102942
1752	144594	102857
1753	144671	102771
1754	144746	102683
1755	144828	102600
1756	144907	102515
1757	144992	102434
1758	145070	102349
1759	145152	102266
1760	145220	102173
1761	145300	102089
1762	145387	102010
1763	145466	101925
1764	145552	101845
1765	145635	101763
1766	145721	101683
1767	145805	101602
1768	145888	101520
1769	145972	101438
1770	146059	101359
1771	146144	101278
1772	146228	101197
1773	146304	101110
1774	146385	101026
1775	146465	100942
1776	146544	100857
1777	146625	100774
1778	146712	100695
1779	146793	100611
1780	146873	100527
1781	146953	100443
1782	147037	100361
1783	147117	100277
1784	147205	100198
1785	147293	100119
1786	147373	100036
1787	147454	99952
1788	147534	99868
1789	147619	99787
1790	147706	99707
1791	147791	99627
1792	147870	99542
1793	147946	99455
1794	148026	99371
1795	148108	99288
1796	148182	99200
1797	148256	99112
1798	148339	99030
1799	148419	98946
1800	148499	98862
1801	148582	98780
1802	148673	98703
1803	148757	98622
1804	148842	98541
1805	148925	98458
1806	149012	98379
1807	149098	98299
1808	149175	98213
1809	149266	98136
1810	149348	98054
1811	149430	97970
1812	149520	97893
1813	149607	97813
1814	149685	97728
1815	149763	97642
1816	149847	97561
1817	149927	97477
1818	150005	97392
1819	150088	97309
1820	150170	97227
1821	150251	97143
1822	150327	97057
1823	150409	96974
1824	150488	96889
1825	150565	96803
1826	150654	96725
1827	150738	96643
1828	150821	96561
1829	150899	96476
1830	150974	96389
1831	151059	96308
1832	151144	96228
1833	151222	96142
1834	151306	96061
1835	151385	95976
1836	151467	95893
1837	151548	95810
1838	151626	95725
1839	151712	95644
1840	151805	95568
1841	151886	95485
1842	151968	95403
1843	152049	95319
1844	152127	95234
1845	152209	95151
1846	152303	95076
1847	152385	94993
1848	152470	94912
1849	152553	94830
1850	152645	94754
1851	152732	94674
1852	152819	94594
1853	152897	94509
1854	152972	94422
1855	153057	94341
1856	153142	94260
1857	153222	94176
1858	153305	94094
1859	153386	94011
1860	153469	93929
1861	153546	93843
1862	153628	93760
1863	153710	93677
1864	153794	93595
1865	153871	93510
1866	153950	93425
1867	154037	93346
1868	154123	93265
1869	154217	93190
1870	154302	93109
1871	154378	93022
1872	154462	92941
1873	154546	92859
1874	154628	92777
1875	154701	92688
1876	154787	92608
1877	154865	92523
1878	154955	92445
1879	155045	92367
1880	155134	92288
1881	155230	92214
1882	155312	92132
1883	155403	92054
1884	155488	91973
1885	155562	91886
1886	155659	91811
1887	155751	91734
1888	155838	91655
1889	155914	91569
1890	156000	91488
1891	156084	91406
1892	156165	91323
1893	156250	91242
1894	156339	91163
1895	156422	91081
1896	156507	91000
1897	156588	90916
1898	156660	90828
1899	156744	90746
1900	156827	90664
1901	156909	90581
1902	156989	90497
1903	157068	90413
1904	157155	90333
1905	157245	90255
1906	157334	90176
1907	157416	90093
1908	157501	90012
1909	157580	89928
1910	157668	89848
1911	157751	89766
1912	157831	89682
1913	157885	89584
1914	157971	89503
1915	158040	89413
1916	158123	89330
1917	158205	89248
1918	158283	89163
1919	158365	89080
1920	158450	88999
1921	158533	88917
1922	158612	88832
1923	158702	88754
1924	158799	88680
1925	158880	88596
1926	158975	88521
1927	159059	88439
1928	159143	88357
1929	159223	88274
1930	159310	88193
1931	159388	88109
1932	159472	88027
1933	159554	87944
1934	159634	87860
1935	159720	87780
1936	159795	87693
1937	159873	87608
1938	159958	87527
1939	160042	87445
1940	160122	87361
1941	160212	87283
1942	160296	87202
1943	160383	87121
1944	160463	87038
1945	160543	86954
1946	160628	86873
1947	160715	86793
1948	160800	86711
1949	160877	86626
1950	160962	86545
1951	161043	86462
1952	161131	86382
1953	161202	86293
1954	161289	86213
1955	161372	86131
1956	161450	86046
1957	161531	85963
1958	161607	85876
1959	161687	85793
1960	161769	85710
1961	161842	85622
1962	161923	85540
1963	162002	85455
1964	162075	85367
1965	162153	85283
1966	162246	85206
1967	162338	85128
1968	162425	85048
1969	162510	84967
1970	162592	84884
1971	162678	84803
1972	162755	84718
1973	162832	84633
1974	162914	84550
1975	162992	84465
1976	163076	84384
1977	163153	84298
1978	163247	84221
1979	163322	84135
1980	163404	84052
1981	163479	83966
1982	163561	83883
1983	163640	83799
1984	163720	83715
1985	163800	83632
1986	163879	83548
1987	163972	83470
1988	164056	83389
1989	164138	83306
1990	164218	83222
1991	164303	83141
1992	164383	83057
1993	164460	82972
1994	164545	82891
1995	164629	82809
1996	164694	82718
1997	164777	82636
1998	164859	82553
1999	164938	82469
2000	165019	82386
2001	165098	82302
2002	165167	82212
2003	165254	82132
2004	165334	82049
2005	165423	81969
2006	165462	81865
2007	165547	81784
2008	165635	81704
2009	165718	81622
2010	165801	81540
2011	165882	81457
2012	165963	81374
2013	166041	81289
2014	166121	81206
2015	166203	81123
2016	166281	81038
2017	166365	80956
2018	166449	80875
2019	166532	80792
2020	166614	80710
2021	166688	80623
2022	166767	80539
2023	166842	80453
2024	166923	80370
2025	167004	80287
2026	167081	80202
2027	167178	80126
2028	167267	80047
2029	167353	79966
2030	167430	79882
2031	167509	79797
2032	167597	79717
2033	167671	79631
2034	167747	79546
2035	167824	79461
2036	167906	79378
2037	167982	79292
2038	168065	79210
2039	168139	79124
2040	168220	79041
2041	168303	78959
2042	168381	78874
2043	168460	78790
2044	168536	78705
2045	168623	78624
2046	168707	78543
2047	168788	78460
2048	168868	78376
2049	168948	78293
2050	169035	78213
2051	169119	78131
2052	169200	78048
2053	169291	77969
2054	169376	77888
2055	169465	77809
2056	169549	77727
2057	169638	77648
2058	169728	77569
2059	169814	77488
2060	169903	77408
2061	169991	77328
2062	170077	77247
2063	170169	77169
2064	170258	77090
2065	170348	77011
2066	170435	76930
2067	170527	76852
2068	170622	76775
2069	170710	76696
2070	170794	76614
2071	170880	76533
2072	170971	76454
2073	171060	76375
2074	171141	76292
2075	171233	76213
2076	171312	76129
2077	171394	76047
2078	171477	75964
2079	171558	75881
2080	171635	75796
2081	171715	75713
2082	171797	75630
2083	171877	75546
2084	171962	75465
2085	172047	75384
2086	172131	75302
2087	172211	75218
2088	172299	75138
2089	172391	75060
2090	172478	74980
2091	172566	74899
2092	172647	74816
2093	172723	74731
2094	172807	74649
2095	172889	74566
2096	172973	74485
2097	173051	74400
2098	173129	74316
2099	173215	74235
2100	173302	74154
2101	173387	74073
2102	173470	73990
2103	173550	73907
2104	173635	73826
2105	173716	73742
2106	173812	73666
2107	173907	73589
2108	173995	73508
2109	174077	73426
2110	174163	73345
2111	174249	73264
2112	174332	73181
2113	174413	73098
2114	174468	73004
2115	174550	72922
2116	174620	72834
2117	174696	72749
2118	174782	72668
2119	174861	72583
2120	174946	72502
2121	175035	72422
2122	175116	72339
2123	175198	72257
2124	175276	72172
2125	175362	72091
2126	175438	72006
2127	175515	71921
2128	175601	71840
2129	175686	71759
2130	175770	71677
2131	175850	71593
2132	175941	71514
2133	176005	71425
2134	176095	71345
2135	176183	71265
2136	176262	71181
2137	176351	71101
2138	176426	71016
2139	176506	70932
2140	176583	70847
2141	176653	70760
2142	176728	70675
2143	176807	70591
2144	176889	70508
2145	176972	70426
2146	177033	70335
2147	177114	70252
2148	177194	70168
2149	177284	70089
2150	177377	70011
2151	177410	69909
2152	177492	69826
2153	177579	69745
2154	177660	69662
2155	177741	69579
2156	177828	69498
2157	177911	69416
2158	177939	69313
2159	177994	69220
2160	178072	69135
2161	178158	69054
2162	178236	68970
2163	178320	68889
2164	178404	68807
2165	178482	68722
2166	178557	68638
2167	178645	68557
2168	178738	68479
2169	178822	68397
2170	178905	68315
2171	178993	68235
2172	179078	68153
2173	179169	68074
2174	179254	67992
2175	179337	67910
2176	179423	67829
2177	179510	67749
2178	179590	67665
2179	179663	67579
2180	179747	67498
2181	179827	67414
2182	179907	67331
2183	179992	67249
2184	180065	67163
2185	180145	67080
2186	180232	66999
2187	180305	66914
2188	180388	66832
2189	180468	66748
2190	180552	66666
2191	180632	66583
2192	180721	66503
2193	180802	66420
2194	180885	66338
2195	180966	66255
2196	181004	66156
2197	181087	66074
2198	181169	65992
2199	181252	65910
2200	181323	65823
2201	181403	65740
2202	181484	65657
2203	181565	65574
2204	181643	65490
2205	181719	65405
2206	181804	65324
2207	181882	65240
2208	181966	65158
2209	182045	65074
2210	182124	64991
2211	182224	64915
2212	182312	64834
2213	182401	64755
2214	182481	64671
2215	182575	64593
2216	182669	64515
2217	182746	64430
2218	182828	64348
2219	182900	64262
2220	182983	64180
2221	183062	64096
2222	183144	64013
2223	183226	63931
2224	183309	63849
2225	183388	63765
2226	183472	63684
2227	183549	63599
2228	183630	63516
2229	183711	63433
2230	183796	63352
2231	183882	63271
2232	183964	63188
2233	184041	63104
2234	184122	63021
2235	184208	62940
2236	184286	62856
2237	184369	62774
2238	184450	62691
2239	184535	62610
2240	184616	62527
2241	184698	62444
2242	184780	62362
2243	184858	62278
2244	184936	62194
2245	185023	62113
2246	185105	62031
2247	185184	61947
2248	185263	61864
2249	185342	61780
2250	185435	61702
2251	185513	61618
2252	185605	61538
2253	185690	61457
2254	185777	61376
2255	185847	61289
2256	185922	61205
2257	185997	61120
2258	186078	61037
2259	186161	60955
2260	186242	60872
2261	186325	60790
2262	186400	60705
2263	186483	60623
2264	186575	60544
2265	186646	60458
2266	186726	60375
2267	186758	60276
2268	186831	60191
2269	186912	60108
2270	186986	60023
2271	187063	59939
2272	187148	59857
2273	187235	59776
2274	187316	59694
2275	187399	59612
2276	187486	59531
2277	187572	59449
2278	187612	59354
2279	187687	59269
2280	187762	59185
2281	187836	59100
2282	187910	59015
2283	187990	58932
2284	188078	58851
2285	188161	58769
2286	188252	58690
2287	188330	58606
2288	188411	58523
2289	188497	58442
2290	188569	58357
2291	188617	58264
2292	188709	58184
2293	188792	58102
2294	188869	58018
2295	188898	57920
2296	188983	57838
2297	189019	57742
2298	189101	57659
2299	189176	57575
2300	189254	57491
2301	189330	57407
2302	189409	57324
2303	189438	57226
2304	189526	57145
2305	189618	57066
2306	189696	56982
2307	189778	56900
2308	189858	56817
2309	189938	56734
2310	190018	56651
2311	190098	56569
2312	190170	56483
2313	190213	56390
2314	190299	56308
2315	190340	56214
2316	190423	56132
2317	190509	56051
2318	190585	55967
2319	190670	55886
2320	190745	55801
2321	190830	55720
2322	190920	55640
2323	190991	55555
2324	191079	55474
2325	191159	55391
2326	191241	55309
2327	191318	55225
2328	191396	55142
2329	191441	55049
2330	191517	54965
2331	191590	54880
2332	191668	54797
2333	191752	54716
2334	191831	54632
2335	191909	54549
2336	191981	54464
2337	192059	54381
2338	192141	54298
2339	192229	54218
2340	192310	54136
2341	192393	54054
2342	192476	53972
2343	192560	53890
2344	192651	53811
2345	192729	53727
2346	192819	53647
2347	192891	53562
2348	192973	53480
2349	193050	53397
2350	193161	53322
2351	193242	53240
2352	193328	53159
2353	193408	53076
2354	193496	52995
2355	193575	52912
2356	193652	52829
2357	193737	52747
2358	193803	52661
2359	193882	52578
2360	193966	52496
2361	194046	52413
2362	194130	52332
2363	194214	52250
2364	194289	52166
2365	194369	52083
2366	194446	52000
2367	194529	51918
2368	194608	51835
2369	194670	51747
2370	194754	51666
2371	194826	51581
2372	194888	51494
2373	194965	51410
2374	195038	51325
2375	195117	51242
2376	195193	51159
2377	195273	51076
2378	195348	50992
2379	195422	50908
2380	195497	50824
2381	195576	50741
2382	195651	50657
2383	195736	50576
2384	195810	50492
2385	195894	50410
2386	195978	50328
2387	196057	50246
2388	196137	50163
2389	196220	50081
2390	196299	49998
2391	196376	49915
2392	196461	49833
2393	196544	49751
2394	196621	49668
2395	196700	49585
2396	196785	49504
2397	196861	49420
2398	196936	49336
2399	197011	49252
2400	197092	49170
2401	197183	49090
2402	197270	49009
2403	197361	48929
2404	197443	48847
2405	197502	48759
2406	197582	48677
2407	197666	48595
2408	197752	48514
2409	197841	48434
2410	197923	48352
2411	198008	48270
2412	198088	48188
2413	198161	48103
2414	198244	48021
2415	198327	47939
2416	198402	47856
2417	198483	47773
2418	198559	47690
2419	198635	47606
2420	198717	47524
2421	198795	47441
2422	198882	47360
2423	198968	47279
2424	199053	47198
2425	199140	47117
2426	199221	47035
2427	199297	46951
2428	199393	46872
2429	199479	46791
2430	199572	46711
2431	199655	46630
2432	199744	46549
2433	199819	46465
2434	199904	46384
2435	199983	46301
2436	200063	46219
2437	200144	46136
2438	200222	46053
2439	200304	45971
2440	200396	45891
2441	200472	45808
2442	200557	45726
2443	200646	45646
2444	200729	45564
2445	200818	45483
2446	200902	45402
2447	200985	45320
2448	201077	45240
2449	201157	45157
2450	201246	45077
2451	201319	44993
2452	201400	44910
2453	201482	44828
2454	201571	44748
2455	201651	44665
2456	201732	44583
2457	201809	44499
2458	201891	44417
2459	201971	44335
2460	202051	44252
2461	202129	44169
2462	202210	44087
2463	202288	44004
2464	202371	43922
2465	202457	43841
2466	202538	43758
2467	202631	43678
2468	202706	43595
2469	202787	43513
2470	202851	43427
2471	202930	43344
2472	203010	43261
2473	203087	43178
2474	203168	43096
2475	203247	43013
2476	203327	42931
2477	203401	42847
2478	203479	42764
2479	203551	42680
2480	203629	42597
2481	203716	42516
2482	203792	42432
2483	203880	42351
2484	203926	42262
2485	204009	42180
2486	204088	42097
2487	204161	42013
2488	204233	41929
2489	204313	41847
2490	204389	41763
2491	204473	41682
2492	204554	41600
2493	204640	41518
2494	204717	41435
2495	204797	41353
2496	204876	41270
2497	204949	41186
2498	205025	41103
2499	205104	41020
2500	205185	40938
2501	205267	40856
2502	205347	40774
2503	205422	40690
2504	205506	40609
2505	205602	40529
2506	205679	40446
2507	205760	40364
2508	205840	40282
2509	205919	40199
2510	205999	40116
2511	206081	40034
2512	206165	39953
2513	206250	39871
2514	206327	39788
2515	206407	39706
2516	206483	39623
2517	206563	39540
2518	206640	39457
2519	206726	39376
2520	206803	39293
2521	206878	39210
2522	206953	39126
2523	207023	39042
2524	207111	38961
2525	207195	38879
2526	207276	38797
2527	207362	38716
2528	207445	38634
2529	207527	38552
2530	207601	38469
2531	207684	38387
2532	207773	38306
2533	207844	38222
2534	207919	38139
2535	207992	38055
2536	208072	37972
2537	208152	37890
2538	208237	37809
2539	208316	37726
2540	208391	37643
2541	208468	37560
2542	208562	37480
2543	208657	37400
2544	208743	37319
2545	208824	37237
2546	208907	37155
2547	208987	37073
2548	209073	36991
2549	209159	36910
2550	209243	36828
2551	209327	36747
2552	209416	36666
2553	209508	36586
2554	209592	36504
2555	209688	36424
2556	209774	36343
2557	209857	36261
2558	209944	36180
2559	210029	36098
2560	210114	36017
2561	210196	35935
2562	210270	35851
2563	210350	35769
2564	210427	35686
2565	210510	35604
2566	210588	35521
2567	210677	35441
2568	210764	35359
2569	210854	35279
2570	210946	35198
2571	211032	35117
2572	211114	35035
2573	211194	34952
2574	211272	34870
2575	211359	34788
2576	211432	34705
2577	211512	34623
2578	211598	34541
2579	211682	34459
2580	211753	34376
2581	211828	34292
2582	211911	34211
2583	211979	34126
2584	212057	34043
2585	212146	33963
2586	212236	33882
2587	212327	33801
2588	212406	33719
2589	212494	33638
2590	212595	33559
2591	212682	33477
2592	212762	33395
2593	212840	33312
2594	212923	33230
2595	213002	33148
2596	213085	33066
2597	213160	32983
2598	213241	32901
2599	213322	32818
2600	213413	32738
2601	213493	32655
2602	213580	32574
2603	213669	32493
2604	213756	32412
2605	213845	32331
2606	213932	32249
2607	214017	32168
2608	214107	32087
2609	214180	32003
2610	214264	31922
2611	214345	31840
2612	214431	31758
2613	214514	31676
2614	214595	31594
2615	214671	31511
2616	214753	31429
2617	214837	31347
2618	214912	31264
2619	214992	31182
2620	215071	31099
2621	215155	31017
2622	215235	30935
2623	215311	30852
2624	215390	30770
2625	215470	30687
2626	215555	30606
2627	215636	30523
2628	215717	30441
2629	215800	30359
2630	215884	30277
2631	215975	30197
2632	216059	30115
2633	216151	30034
2634	216233	29952
2635	216339	29873
2636	216428	29792
2637	216516	29711
2638	216602	29629
2639	216696	29549
2640	216792	29469
2641	216870	29386
2642	216954	29304
2643	217038	29223
2644	217125	29141
2645	217217	29060
2646	217301	28978
2647	217384	28896
2648	217470	28815
2649	217556	28733
2650	217632	28650
2651	217703	28567
2652	217785	28485
2653	217869	28403
2654	217956	28321
2655	218038	28239
2656	218117	28157
2657	218194	28074
2658	218275	27992
2659	218357	27910
2660	218423	27826
2661	218506	27744
2662	218601	27663
2663	218693	27582
2664	218773	27500
2665	218852	27418
2666	218929	27335
2667	219008	27252
2668	219092	27171
2669	219173	27088
2670	219249	27005
2671	219330	26923
2672	219418	26842
2673	219505	26760
2674	219576	26677
2675	219655	26595
2676	219733	26512
2677	219811	26429
2678	219891	26347
2679	219979	26266
2680	220049	26182
2681	220124	26099
2682	220199	26016
2683	220295	25936
2684	220370	25853
2685	220451	25771
2686	220531	25689
2687	220612	25606
2688	220697	25525
2689	220775	25442
2690	220856	25360
2691	220942	25278
2692	221024	25196
2693	221104	25114
2694	221180	25031
2695	221257	24948
2696	221337	24866
2697	221415	24784
2698	221493	24701
2699	221568	24618
2700	221648	24536
2701	221727	24454
2702	221802	24371
2703	221886	24289
2704	221968	24207
2705	222034	24123
2706	222112	24040
2707	222190	23958
2708	222283	23877
2709	222370	23796
2710	222448	23713
2711	222531	23631
2712	222602	23548
2713	222684	23466
2714	222765	23384
2715	222842	23301
2716	222925	23219
2717	223010	23137
2718	223100	23056
2719	223172	22973
2720	223247	22890
2721	223322	22808
2722	223399	22725
2723	223479	22643
2724	223562	22561
2725	223650	22479
2726	223728	22397
2727	223812	22315
2728	223895	22233
2729	223982	22152
2730	224061	22069
2731	224141	21987
2732	224225	21905
2733	224305	21823
2734	224389	21741
2735	224471	21659
2736	224550	21577
2737	224629	21494
2738	224677	21409
2739	224756	21327
2740	224835	21244
2741	224914	21162
2742	224989	21079
2743	225087	20999
2744	225167	20917
2745	225251	20835
2746	225329	20752
2747	225410	20670
2748	225470	20586
2749	225558	20505
2750	225635	20422
2751	225731	20342
2752	225824	20261
2753	225909	20179
2754	225991	20097
2755	226069	20014
2756	226145	19932
2757	226221	19849
2758	226303	19767
2759	226375	19684
2760	226456	19602
2761	226534	19520
2762	226612	19437
2763	226678	19354
2764	226749	19271
2765	226836	19190
2766	226907	19107
2767	226980	19024
2768	227058	18942
2769	227145	18860
2770	227231	18778
2771	227306	18696
2772	227393	18614
2773	227477	18532
2774	227556	18450
2775	227638	18368
2776	227714	18286
2777	227791	18203
2778	227871	18121
2779	227954	18039
2780	228034	17957
2781	228109	17874
2782	228189	17792
2783	228264	17710
2784	228335	17627
2785	228415	17545
2786	228490	17462
2787	228576	17380
2788	228652	17298
2789	228735	17216
2790	228825	17135
2791	228903	17052
2792	228985	16971
2793	229055	16888
2794	229135	16805
2795	229212	16723
2796	229294	16641
2797	229367	16559
2798	229447	16476
2799	229528	16394
2800	229609	16312
2801	229694	16231
2802	229774	16148
2803	229849	16066
2804	229924	15984
2805	230010	15902
2806	230098	15820
2807	230189	15739
2808	230278	15657
2809	230357	15575
2810	230438	15493
2811	230533	15412
2812	230628	15331
2813	230719	15250
2814	230817	15169
2815	230916	15088
2816	231016	15007
2817	231116	14926
2818	231212	14845
2819	231313	14764
2820	231405	14683
2821	231499	14602
2822	231585	14520
2823	231686	14439
2824	231778	14357
2825	231872	14276
2826	231969	14195
2827	232052	14113
2828	232135	14031
2829	232231	13950
2830	232315	13868
2831	232394	13786
2832	232469	13703
2833	232555	13621
2834	232641	13539
2835	232723	13457
2836	232795	13375
2837	232871	13292
2838	232953	13210
2839	233033	13128
2840	233107	13046
2841	233186	12963
2842	233261	12881
2843	233327	12798
2844	233407	12716
2845	233487	12634
2846	233556	12551
2847	233636	12469
2848	233724	12387
2849	233807	12305
2850	233886	12223
2851	233976	12141
2852	234050	12059
2853	234121	11976
2854	234202	11894
2855	234282	11812
2856	234360	11730
2857	234449	11648
2858	234524	11566
2859	234604	11484
2860	234678	11401
2861	234762	11319
2862	234843	11237
2863	234933	11156
2864	235023	11074
2865	235095	10991
2866	235175	10909
2867	235258	10827
2868	235340	10745
2869	235427	10663
2870	235508	10581
2871	235602	10500
2872	235689	10418
2873	235772	10336
2874	235863	10254
2875	235955	10173
2876	236038	10091
2877	236116	10009
2878	236187	9926
2879	236262	9844
2880	236337	9761
2881	236411	9679
2882	236488	9597
2883	236565	9515
2884	236646	9433
2885	236723	9350
2886	236805	9268
2887	236885	9186
2888	236963	9104
2889	237045	9022
2890	237129	8940
2891	237210	8858
2892	237306	8776
2893	237395	8695
2894	237476	8613
2895	237556	8531
2896	237636	8448
2897	237710	8366
2898	237785	8284
2899	237865	8202
2900	237932	8119
2901	238018	8037
2902	238086	7955
2903	238165	7873
2904	238241	7791
2905	238324	7709
2906	238400	7626
2907	238468	7544
2908	238548	7462
2909	238647	7380
2910	238737	7299
2911	238820	7217
2912	238906	7135
2913	238991	7053
2914	239071	6971
2915	239152	6889
2916	239233	6807
2917	239313	6725
2918	239402	6643
2919	239486	6561
2920	239562	6479
2921	239646	6397
2922	239727	6315
2923	239804	6232
2924	239875	6150
2925	239956	6068
2926	240036	5986
2927	240110	5904
2928	240189	5822
2929	240270	5740
2930	240343	5658
2931	240422	5575
2932	240500	5493
2933	240580	5411
2934	240661	5329
2935	240746	5247
2936	240829	5165
2937	240903	5083
2938	240992	5001
2939	241080	4920
2940	241159	4837
2941	241222	4755
2942	241303	4673
2943	241381	4591
2944	241464	4509
2945	241512	4426
2946	241588	4344
2947	241663	4262
2948	241742	4180
2949	241828	4098
2950	241903	4016
2951	241989	3934
2952	242079	3852
2953	242173	3771
2954	242260	3689
2955	242345	3607
2956	242419	3525
2957	242498	3443
2958	242584	3361
2959	242665	3279
2960	242745	3197
2961	242827	3115
2962	242896	3033
2963	242971	2951
2964	243047	2869
2965	243131	2787
2966	243210	2705
2967	243288	2623
2968	243365	2541
2969	243441	2459
2970	243479	2376
2971	243557	2294
2972	243654	2212
2973	243747	2130
2974	243826	2048
2975	243905	1966
2976	243990	1885
2977	244070	1803
2978	244143	1721
2979	244223	1639
2980	244299	1557
2981	244383	1475
2982	244467	1393
2983	244544	1311
2984	244619	1229
2985	244705	1147
2986	244774	1065
2987	244851	983
2988	244934	901
2989	245019	819
2990	245099	737
2991	245180	655
2992	245256	573
2993	245335	491
2994	245422	409
2995	245506	327
2996	245594	245
2997	245680	163
2998	245757	81
2999	245838	0
