iter	R2	MAE
105	0.3720647576	0.5968003758
106	0.3730016514	0.5961308143
107	0.3737274502	0.5955974189
108	0.3745063456	0.5950089704
109	0.3754166475	0.5943836203
110	0.376231414	0.5937603433
111	0.3768912612	0.5932691868
112	0.3776433818	0.5926870171
113	0.37830271	0.5921683397
114	0.3789637352	0.5916684778
115	0.3796173171	0.5911582738
116	0.3803271475	0.5906094531
117	0.3810169196	0.5901078371
118	0.3817720239	0.5895311652
119	0.3823947009	0.5890488385
120	0.383042948	0.5885536603
121	0.3835514283	0.5881332513
122	0.3843501917	0.587604348
123	0.3848988916	0.5871932025
124	0.3854881807	0.5867802541
125	0.3860737417	0.5863269256
126	0.3866347085	0.5858927806
127	0.387118696	0.5854924658
128	0.3876432581	0.5850634081
129	0.3882549478	0.5845687987
130	0.3887574484	0.5841714502
131	0.3892156749	0.5837932293
132	0.3898325414	0.5833333268
133	0.39013341	0.5830367545
134	0.3905536095	0.5826776984
135	0.3910165352	0.5822871507
136	0.3914724947	0.5818944003
137	0.3920452754	0.5814451998
138	0.3924278872	0.5810936608
139	0.3927728411	0.5807774626
140	0.3930822674	0.5805042127
141	0.3936641467	0.5800864641
142	0.3941011099	0.5797998174
143	0.3946284723	0.5794122268
144	0.3950044053	0.5791016357
145	0.3953178223	0.5787917187
146	0.3956359902	0.5784844936
147	0.396000877	0.5781582642
148	0.3965242665	0.577752928
149	0.3968601745	0.5774787694
150	0.3973601776	0.5771197701
151	0.397705698	0.5768107292
152	0.3979862329	0.576539977
153	0.3983001516	0.576267631
154	0.3985823296	0.5759939055
155	0.3989119305	0.5757179292
156	0.3992849641	0.5754337017
157	0.3997843132	0.5751073467
158	0.4002225603	0.5747880714
159	0.4006598339	0.574434318
160	0.4010461981	0.5741261054
161	0.4013745772	0.5738739752
162	0.4016595146	0.5736306751
163	0.4019173168	0.5733848271
164	0.4022450092	0.5731257976
165	0.4026546894	0.5728035473
166	0.4031192396	0.5724777561
167	0.403347636	0.5722814076
168	0.4036094254	0.5720331842
169	0.4039377023	0.5717613418
170	0.4042728747	0.5714814152
171	0.4047324318	0.5711481888
172	0.4050122594	0.5708857164
173	0.4053593612	0.5705803955
174	0.4056484524	0.5703169059
175	0.4059285276	0.570088725
176	0.406186821	0.5698513697
177	0.4063730681	0.5696939007
178	0.4065714443	0.5694986278
179	0.406863947	0.5692890925
180	0.407128689	0.5690469754
181	0.4074178724	0.568798917
182	0.4075893051	0.5686291669
183	0.4078920556	0.5683831568
184	0.4080153331	0.5682273234
185	0.4081986569	0.5680699176
186	0.4083670153	0.5679111285
187	0.4084895247	0.5677544229
188	0.4087411045	0.5675519362
189	0.4089211795	0.5673797933
190	0.4090903597	0.5672004731
191	0.4094126414	0.5669334272
192	0.4096057708	0.5667458144
193	0.4098343813	0.5665366223
194	0.410121207	0.5663055209
195	0.4102700803	0.5661560934
196	0.4104362457	0.5659896196
197	0.4106856021	0.5658021559
198	0.4108501519	0.5656153556
199	0.4111331791	0.5653971554
200	0.4113667384	0.5652102944
201	0.4114806415	0.5650656806
202	0.4116816208	0.5649223883
203	0.4118420538	0.5647495597
204	0.4120624871	0.5645721982
205	0.4121563686	0.5644883234
206	0.4124050787	0.5642993246
207	0.4126734445	0.5641231558
208	0.412882898	0.5639104257
209	0.4130890178	0.5637192754
210	0.4132618885	0.5635852006
211	0.4133881073	0.5634343115
212	0.4135561448	0.5633074699
213	0.4136804839	0.5631941268
214	0.4137964178	0.5630874444
215	0.4141049478	0.562878811
216	0.414232385	0.5627759541
217	0.4143697463	0.5626465217
218	0.414571089	0.5624883687
219	0.4147968263	0.5622963345
220	0.4149278942	0.5621769565
221	0.4151528368	0.5620179352
222	0.4152655827	0.561903568
223	0.415406012	0.5617637791
224	0.4155231601	0.5616334977
225	0.4158403704	0.56139776
226	0.4161695645	0.5611642085
227	0.4163093264	0.5610204308
228	0.4165319311	0.5608465893
229	0.4166706564	0.5607185508
230	0.416852576	0.5605645867
231	0.4170353705	0.5604192301
232	0.4171226369	0.5603026709
233	0.4172087802	0.5601911079
234	0.4173148764	0.5600690501
235	0.4175799994	0.5598852931
236	0.4176873564	0.5598075656
237	0.4177568625	0.5597428664
238	0.4179193544	0.5596069716
239	0.4179778705	0.5595241441
240	0.4181580293	0.5593740973
241	0.4182969066	0.5592577966
242	0.4184213481	0.5591462438
243	0.4186058608	0.5589798941
244	0.4187773044	0.5588308558
245	0.4189416862	0.5587242218
246	0.4190985661	0.558590343
247	0.4192983788	0.5584447253
248	0.4194672799	0.5583014241
249	0.4195809354	0.5581737906
250	0.4198032726	0.5580242279
251	0.4198878977	0.5579641744
252	0.4201273229	0.557815507
253	0.4202268193	0.5577163963
254	0.4203360366	0.5576118224
255	0.4204573829	0.5574912731
256	0.4206631434	0.5573330442
257	0.4207632179	0.5572243206
258	0.420939217	0.5570981684
259	0.4210901546	0.5569918593
260	0.4212425821	0.5568619334
261	0.4213552287	0.5567674097
262	0.4214533255	0.5566701269
263	0.4215906325	0.5565557744
264	0.4217413194	0.5564218759
265	0.4218899471	0.5563223362
266	0.422061239	0.5561874286
267	0.4221875952	0.5560889883
268	0.4222581049	0.5560177984
269	0.4224411624	0.55587099
270	0.4226663907	0.5557116612
271	0.4227394243	0.5556113413
272	0.4228503488	0.5555090376
273	0.4231018329	0.5553632202
274	0.4232873369	0.555227936
275	0.4234023804	0.5551498921
276	0.4235667123	0.5550333836
277	0.4237343033	0.5549148936
278	0.4238751802	0.5548156042
279	0.4239384923	0.5547490366
280	0.4240011021	0.554694929
281	0.4241746682	0.5545530787
282	0.4242842519	0.5544745463
283	0.4245390986	0.554277241
284	0.424680905	0.5541658431
285	0.4247739898	0.5540941322
286	0.4248738629	0.5540098849
287	0.4251730286	0.553813136
288	0.4252415469	0.5537374919
289	0.425396659	0.5536080001
290	0.4255411853	0.5535031945
291	0.4256926	0.5533617731
292	0.4259102376	0.5531969316
293	0.4260549751	0.5530812408
294	0.4262022838	0.5529671017
295	0.426259845	0.5529011595
296	0.4263213964	0.5528411304
297	0.4263879758	0.5527573148
298	0.4266153195	0.5525993718
299	0.4268519914	0.5524106222
300	0.4269881139	0.5522997318
301	0.427192603	0.5521433387
302	0.4274026021	0.55199804
303	0.4275479676	0.5519003531
304	0.4276951987	0.5517443735
305	0.4278232186	0.5516115575
306	0.4280034686	0.5514755086
307	0.4281452827	0.5513765403
308	0.4283142358	0.5512523597
309	0.4284563222	0.5511441325
310	0.4286350346	0.5510203369
311	0.4288412453	0.550868836
312	0.4289541824	0.5507699701
313	0.4290480866	0.5506756271
314	0.4292750054	0.5505014604
315	0.4293632045	0.5504277214
316	0.42946829	0.5503222174
317	0.4295364639	0.5502647298
318	0.4296007659	0.5501986107
319	0.4297116868	0.5501010281
320	0.4298177545	0.549985537
321	0.4299714601	0.5498774811
322	0.4301027769	0.5497703851
323	0.4302408904	0.5496619677
324	0.4303713004	0.5495553002
325	0.4305094134	0.5494444077
326	0.4306614725	0.5493174216
327	0.4307839699	0.5492422138
328	0.4308461903	0.5491928428
329	0.4310102332	0.5490548563
330	0.431094387	0.5489821779
331	0.4312261046	0.5488808155
332	0.4314349761	0.5487481537
333	0.4315674784	0.5486480404
334	0.4317366372	0.5485274634
335	0.4318024362	0.5484716227
336	0.4319430997	0.5483529945
337	0.4319926463	0.5483090542
338	0.4321360165	0.54820551
339	0.4322041491	0.5481294272
340	0.4322470844	0.5480675491
341	0.4323671093	0.5479692771
342	0.4325206917	0.5478656377
343	0.4326455562	0.5477747446
344	0.4327770752	0.5476522566
345	0.4328675713	0.5475862184
346	0.4330066173	0.5474627534
347	0.4331789532	0.5473277407
348	0.4332982325	0.5472267135
349	0.4334084583	0.5471487032
350	0.4334964695	0.547044678
351	0.4335508377	0.5469873014
352	0.4336823914	0.5468909293
353	0.4337968615	0.5467982241
354	0.4339303623	0.5466939258
355	0.4341030136	0.5465884794
356	0.4341862573	0.5465264109
357	0.4342889569	0.5464490935
358	0.4343627927	0.5463768397
359	0.4344407534	0.5463015237
360	0.4345025539	0.546238399
361	0.4345715736	0.5461884651
362	0.4346864522	0.5460969317
363	0.434783561	0.5460056191
364	0.4349181873	0.5459088591
365	0.4350106312	0.545829844
366	0.4351422793	0.5457443859
367	0.4351725834	0.5457075233
368	0.4352437283	0.5456615817
369	0.4353535197	0.5455525677
370	0.435465283	0.5454657714
371	0.4355767009	0.5453532313
372	0.435675018	0.5452836081
373	0.4358066407	0.5452036671
374	0.4360648462	0.5450319646
375	0.4361486261	0.5449543285
376	0.4363192364	0.544845419
377	0.4364268948	0.5447620283
378	0.4365058174	0.544707536
379	0.436583041	0.5446536793
380	0.436717533	0.5445556633
381	0.436849255	0.5444567454
382	0.4369281449	0.5443872188
383	0.4370200901	0.5443132839
384	0.4371498262	0.5442256175
385	0.4372811403	0.5441324849
386	0.4373338589	0.5440813268
387	0.4374991595	0.5439791539
388	0.4376275445	0.5438845172
389	0.4376797118	0.5438452357
390	0.437748964	0.543793228
391	0.4378697102	0.5436999504
392	0.4379518202	0.5436270732
393	0.438080082	0.5435351627
394	0.4381769266	0.5434710355
395	0.4382572527	0.5434078723
396	0.4384730017	0.5432818917
397	0.4386049547	0.543175675
398	0.438753781	0.543077039
399	0.4388438867	0.542994282
400	0.4389720479	0.5428837385
401	0.4391200979	0.5427729658
402	0.4392132404	0.5427073733
403	0.4392602505	0.5426634624
404	0.4393544795	0.5425920055
405	0.4394208163	0.5425325187
406	0.4395284118	0.5424579236
407	0.4396166127	0.5423851884
408	0.4397116857	0.5423247423
409	0.4398564955	0.5422324154
410	0.4400474802	0.5420896258
411	0.4401665115	0.5420119237
412	0.440181985	0.5420023204
413	0.4403447393	0.5418828614
414	0.4404426424	0.5417930716
415	0.4405212856	0.5417297111
416	0.4406339557	0.5416442766
417	0.4407189751	0.5415822978
418	0.4408251414	0.5415077003
419	0.4409101843	0.5414466297
420	0.4409810189	0.5413916813
421	0.4410591043	0.5413357902
422	0.4411326665	0.5412840626
423	0.4412387831	0.5412021782
424	0.4413926291	0.5410946471
425	0.4415125176	0.5409888019
426	0.4416131608	0.5409225766
427	0.4416721171	0.5408764378
428	0.4417217912	0.5408248366
429	0.4418406926	0.5407504213
430	0.4419618161	0.5406700841
431	0.4420149959	0.5406220491
432	0.4421082273	0.5405475148
433	0.4422603833	0.540437
434	0.4423210159	0.540398554
435	0.442395821	0.5403489259
436	0.4424686975	0.5402789064
437	0.4425528854	0.540213326
438	0.442680089	0.5401156289
439	0.4428165374	0.5400269598
440	0.4429036535	0.5399615727
441	0.443030731	0.539861833
442	0.4431873427	0.539752459
443	0.4432765289	0.5396879994
444	0.4434248557	0.5395743438
445	0.4434942872	0.5395184961
446	0.4435975106	0.5394304368
447	0.4436745983	0.5393754068
448	0.443765888	0.539298182
449	0.4438630508	0.539202639
450	0.4439621783	0.5391360817
451	0.4440207848	0.5390892197
452	0.4441073944	0.5390201929
453	0.4442094318	0.5389440825
454	0.4442686752	0.5388923136
455	0.4443346572	0.5388249612
456	0.4444357028	0.5387601474
457	0.4445308006	0.5386752125
458	0.4446627274	0.5385659194
459	0.4447415535	0.5385117656
460	0.4448231129	0.5384498284
461	0.4449096151	0.5383848309
462	0.4449613048	0.5383433368
463	0.4450001936	0.5383163259
464	0.4450582191	0.5382744782
465	0.4451764369	0.5381836142
466	0.4452716614	0.5381201542
467	0.4454164323	0.538017085
468	0.4455689874	0.5379128053
469	0.445617803	0.5378679842
470	0.4456843406	0.5378206659
471	0.4457639181	0.537740466
472	0.4458285175	0.5376938983
473	0.4459430174	0.5376140362
474	0.446026652	0.5375456703
475	0.4460264491	0.5375455996
476	0.4460570009	0.5375196193
477	0.4460984285	0.5374889002
478	0.4461606856	0.5374260697
479	0.4462360616	0.5373618957
480	0.4463546891	0.5372782945
481	0.4464489511	0.5371978298
482	0.4465133563	0.5371393889
483	0.4466390895	0.5370320697
484	0.4466753851	0.5370034312
485	0.4467275772	0.536970529
486	0.4467963787	0.536903245
487	0.4468886806	0.5368408973
488	0.4469496098	0.5367893337
489	0.4470830604	0.5366997208
490	0.4471138978	0.5366640814
491	0.4471702171	0.5366003638
492	0.4472146813	0.536554687
493	0.4472664988	0.5365195482
494	0.4473645854	0.5364531229
495	0.4474691486	0.5363654877
496	0.4475165916	0.5363291523
497	0.4475784786	0.5362772208
498	0.4476149824	0.5362486492
499	0.4476805185	0.5361891651
500	0.4477961287	0.5360868449
501	0.4478807731	0.5360336675
502	0.4479590918	0.5359831808
503	0.4480109008	0.5359426705
504	0.4480987652	0.5358844256
505	0.4481796251	0.5358202862
506	0.4482415723	0.5357758005
507	0.4482921469	0.5357276753
508	0.4483221059	0.5356948297
509	0.4483760653	0.5356421476
510	0.4484245379	0.5355986897
511	0.4484922327	0.5355528378
512	0.4485850054	0.5354819852
513	0.4486142273	0.5354459694
514	0.4486832873	0.5353941878
515	0.4488048347	0.5353111701
516	0.4488860195	0.5352471325
517	0.4489494109	0.5352044929
518	0.4490093	0.5351616912
519	0.4490673999	0.5351188496
520	0.4490801928	0.5351075753
521	0.4491254832	0.5350707047
522	0.4492202675	0.5350121135
523	0.449258469	0.534985352
524	0.449316938	0.534943387
525	0.4493653159	0.534895649
526	0.4494162674	0.5348555069
527	0.4494709548	0.5348146873
528	0.449578698	0.5347291019
529	0.4496638101	0.53467396
530	0.4497700489	0.53458881
531	0.4497930581	0.5345651771
532	0.449890346	0.534479537
533	0.4499803776	0.5344175589
534	0.4500766445	0.5343383311
535	0.4501460247	0.5342829316
536	0.4502010264	0.5342454868
537	0.4502426777	0.5342090488
538	0.4503739196	0.5341188059
539	0.4504490984	0.5340650588
540	0.4505024546	0.5340237365
541	0.4506171787	0.5339393876
542	0.4506647453	0.533899855
543	0.4507678854	0.5338223524
544	0.4508079138	0.5337822216
545	0.4508694263	0.5337324528
546	0.4509068226	0.533689695
547	0.4509502793	0.5336470942
548	0.4509989678	0.5336082001
549	0.4510595958	0.5335429506
550	0.4511295829	0.5334818326
551	0.4512250767	0.5334232334
552	0.4512546939	0.5334027591
553	0.4513356287	0.533350668
554	0.4514080917	0.5332953774
555	0.4514858877	0.533236378
556	0.451520023	0.5332002461
557	0.4516299888	0.5331298194
558	0.4516726649	0.533103333
559	0.4517382689	0.533054151
560	0.4518317036	0.5329874025
561	0.4519795403	0.5328881988
562	0.4520885036	0.5327997977
563	0.4521510273	0.5327437191
564	0.4521568842	0.5327396266
565	0.4522188407	0.5326870698
566	0.452301853	0.5326193086
567	0.4523948481	0.5325540829
568	0.4524949315	0.5324734584
569	0.4525311524	0.5324402331
570	0.4525860601	0.532402255
571	0.4526236653	0.5323756017
572	0.4526946327	0.5323313245
573	0.452724783	0.5323015129
574	0.4527787567	0.5322604284
575	0.4529032213	0.5321853178
576	0.4530188132	0.5320868781
577	0.4530505629	0.5320584572
578	0.4530866232	0.5320250896
579	0.453170924	0.5319680893
580	0.453236312	0.531922998
581	0.4532837406	0.5318880696
582	0.4533451064	0.5318282637
583	0.4534070879	0.5317809537
584	0.4534645396	0.5317353782
585	0.4535497125	0.5316741334
586	0.4535828924	0.5316482839
587	0.4536555161	0.5315987771
588	0.4537137714	0.5315477589
589	0.453836727	0.5314551436
590	0.4539262513	0.531392367
591	0.453989988	0.5313425646
592	0.4540691183	0.5312775476
593	0.4540808954	0.5312616635
594	0.4541163042	0.5312318354
595	0.4542603723	0.5311498451
596	0.4543320096	0.5310931061
597	0.4543994602	0.5310487346
598	0.4545047657	0.530964873
599	0.4545438116	0.5309273489
600	0.4546388836	0.5308649849
601	0.4546950229	0.5308142119
602	0.4547247847	0.5307884821
603	0.4547977804	0.5307235923
604	0.4549557295	0.5306022833
605	0.4550324629	0.5305542408
606	0.4551121425	0.530493971
607	0.4551623553	0.5304444415
608	0.4552242259	0.5304016538
609	0.4552985649	0.5303429571
610	0.4553440746	0.5303087075
611	0.4553627754	0.5302914423
612	0.4553712292	0.5302876174
613	0.45542827	0.5302501207
614	0.4555006883	0.530201329
615	0.4555256074	0.5301726284
616	0.4555498007	0.5301516625
617	0.4556231372	0.5300926501
618	0.4556777909	0.5300501111
619	0.4557535517	0.5299908701
620	0.4557538427	0.5299905353
621	0.4558414707	0.5299220301
622	0.4558885781	0.5298886145
623	0.455967472	0.5298404749
624	0.456064201	0.5297720214
625	0.4561248389	0.5297293121
626	0.4562114222	0.5296605605
627	0.4562576094	0.5296097322
628	0.4563599747	0.5295306074
629	0.4564356988	0.5294779264
630	0.4564549128	0.5294640267
631	0.4565013513	0.5294303417
632	0.4565824712	0.5293555697
633	0.4566176535	0.5293273916
634	0.4567045171	0.5292700563
635	0.4567649272	0.529227264
636	0.4568032191	0.5291993191
637	0.4568375733	0.5291670512
638	0.456837365	0.529167011
639	0.456913993	0.5291079041
640	0.4569496483	0.5290791379
641	0.4569621012	0.5290694774
642	0.4570430099	0.5290194687
643	0.4570692845	0.5289937623
644	0.4571880364	0.5289063069
645	0.4572391167	0.5288597893
646	0.4572827774	0.5288319453
647	0.4573524081	0.5287766892
648	0.4573997734	0.5287414664
649	0.4574229385	0.5287199562
650	0.4574736436	0.5286902188
651	0.4575602244	0.528632214
652	0.4576081248	0.5285779521
653	0.4576808585	0.5285128189
654	0.4577474842	0.5284630138
655	0.4577883491	0.5284257285
656	0.4578094791	0.5284071908
657	0.4579005721	0.5283428275
658	0.4579726083	0.5282840563
659	0.4580061116	0.5282519121
660	0.4580396407	0.5282250205
661	0.4581144605	0.528169718
662	0.4581880192	0.5281178705
663	0.458225787	0.528088058
664	0.4582951678	0.5280411095
665	0.4583822811	0.5279705198
666	0.4584075309	0.5279485936
667	0.4584756073	0.5278948327
668	0.4585254418	0.52786036
669	0.4586181438	0.5277998602
670	0.4587298814	0.5277326124
671	0.4587566145	0.5277054085
672	0.458900509	0.5276144286
673	0.4589694576	0.5275614001
674	0.459006876	0.5275319217
675	0.4590347066	0.5275087622
676	0.459076706	0.5274758746
677	0.4590913257	0.5274523955
678	0.4591216486	0.527418139
679	0.4592080404	0.5273606961
680	0.4592338544	0.5273417212
681	0.4592897256	0.5272983859
682	0.4594230156	0.5272216772
683	0.4594791765	0.5271859937
684	0.4595446702	0.5271268673
685	0.4595791889	0.5270920303
686	0.4596254651	0.5270592434
687	0.4596809289	0.5270169288
688	0.4597601926	0.5269629338
689	0.4598478614	0.5269120228
690	0.4599138811	0.526855391
691	0.4599568762	0.526827236
692	0.4599878519	0.5268046014
693	0.4600503021	0.5267592446
694	0.4601070641	0.5267133944
695	0.4601504228	0.5266831825
696	0.4601646353	0.5266729674
697	0.4602418969	0.5266195438
698	0.46028203	0.5265854248
699	0.4603059944	0.5265601461
700	0.4603322348	0.5265298164
701	0.4604605759	0.5264458974
702	0.4606010201	0.5263393025
703	0.4606494428	0.5262985175
704	0.460687427	0.5262551404
705	0.4607314104	0.5262215568
706	0.4608205604	0.5261542377
707	0.4608731116	0.5261135034
708	0.4609026852	0.5260896061
709	0.4609676603	0.5260315194
710	0.4610166265	0.5259875096
711	0.46106157	0.5259534649
712	0.4611172835	0.5259151351
713	0.4611571235	0.5258784249
714	0.4611968755	0.5258483211
715	0.4612499273	0.5258084738
716	0.461288239	0.5257775912
717	0.4613071315	0.5257473485
718	0.4613419439	0.525718902
719	0.4613928202	0.5256705632
720	0.4614509519	0.5256343179
721	0.4614757762	0.525615114
722	0.4615080749	0.525586821
723	0.4616092575	0.525516688
724	0.4616826169	0.5254771475
725	0.4617389534	0.525423138
726	0.4618382301	0.5253524751
727	0.4618733734	0.5253280315
728	0.4619299297	0.525274527
729	0.4619599399	0.5252471604
730	0.4619855836	0.5252186598
731	0.4620264364	0.5251939837
732	0.4620869831	0.5251546848
733	0.4621126739	0.525128154
734	0.4621410046	0.5251013502
735	0.4621987328	0.5250657922
736	0.4622836759	0.5250159894
737	0.4624020143	0.5249443694
738	0.4624608672	0.5249055413
739	0.4624896779	0.5248851998
740	0.4625610695	0.5248302188
741	0.4626038445	0.5248001435
742	0.4626464575	0.5247748998
743	0.4626972813	0.5247316486
744	0.4627195451	0.5247112134
745	0.4627744825	0.5246614301
746	0.4628123408	0.5246331148
747	0.4628250675	0.5246220198
748	0.4628733325	0.5245781213
749	0.4629662424	0.524522435
750	0.4629856016	0.5245062804
751	0.4630418814	0.5244708714
752	0.4630701775	0.5244472672
753	0.463138742	0.5243960137
754	0.4632113217	0.5243424346
755	0.4632868341	0.5242926702
756	0.4633682999	0.5242293709
757	0.4634731926	0.5241506365
758	0.4635134046	0.5241157649
759	0.4635254309	0.5241024132
760	0.4635507776	0.5240794025
761	0.4636212792	0.5240299599
762	0.4636436233	0.5240053717
763	0.4636834921	0.5239734933
764	0.463709742	0.5239483706
765	0.4637440866	0.5239046485
766	0.4637802358	0.5238769982
767	0.4638202184	0.5238467157
768	0.4638612962	0.5238155408
769	0.4638946039	0.5237903385
770	0.4639733162	0.5237414396
771	0.4640121992	0.5237127891
772	0.4641384846	0.5236415914
773	0.4641897288	0.5236016416
774	0.4642160238	0.5235770754
775	0.4642937452	0.5235247624
776	0.4644123849	0.5234532102
777	0.4644474967	0.5234183629
778	0.4644751486	0.523400129
779	0.4645252936	0.5233664356
780	0.4645984226	0.5233163171
781	0.4646478218	0.5232775021
782	0.464676686	0.5232580394
783	0.4647601809	0.5232021557
784	0.4648122234	0.5231560003
785	0.4648947123	0.5231031023
786	0.4649361577	0.5230684612
787	0.4650336558	0.5230013621
788	0.4651257157	0.5229344092
789	0.4651616247	0.522908547
790	0.4652395638	0.5228339321
791	0.4653336349	0.5227739539
792	0.4654165069	0.5227134835
793	0.4654535608	0.5226887575
794	0.4654967407	0.5226589805
795	0.465571742	0.522600332
796	0.4656945089	0.5225282197
797	0.4657790008	0.5224673264
798	0.4658731303	0.5224043553
799	0.4658926424	0.5223824435
800	0.466027959	0.5222977654
801	0.4660957661	0.5222418162
802	0.4661399535	0.5222041586
803	0.4661769863	0.5221743544
804	0.4662297867	0.5221320304
805	0.4662910826	0.5220970114
806	0.4663759511	0.5220339509
807	0.4664256019	0.5219938026
808	0.4664482062	0.5219715851
809	0.4664899724	0.5219381894
810	0.466547719	0.5218980781
811	0.4665847377	0.5218736722
812	0.466619082	0.5218357717
813	0.4667117576	0.5217697332
814	0.4667641638	0.5217323512
815	0.4668109181	0.521700692
816	0.4669092077	0.5216357401
817	0.4669507881	0.5216042037
818	0.4670009472	0.5215650421
819	0.4670291806	0.5215376376
820	0.4671157579	0.5214806373
821	0.4671826107	0.5214322343
822	0.4672404522	0.5213837796
823	0.4672888638	0.5213470198
824	0.4673670425	0.5212896047
825	0.4674112292	0.521243622
826	0.4674750022	0.5211989342
827	0.4675091224	0.5211646653
828	0.4675848879	0.5211034244
829	0.4676588348	0.5210482256
830	0.4676947468	0.5210117687
831	0.4677251343	0.5209923173
832	0.4677876241	0.5209336133
833	0.4678091245	0.5209142611
834	0.4678398171	0.5208875976
835	0.4678902843	0.5208584425
836	0.4679343367	0.5208214179
837	0.4680242017	0.5207516543
838	0.4680810813	0.5207051966
839	0.4681398852	0.5206659704
840	0.4681864951	0.5206214593
841	0.4682264906	0.5205803653
842	0.4682770584	0.5205397154
843	0.4683315451	0.5204919669
844	0.4683463487	0.5204756398
845	0.468372846	0.520455655
846	0.4683841123	0.5204468087
847	0.4684357279	0.5204126405
848	0.4684495435	0.5204028944
849	0.4685397826	0.5203369517
850	0.468580147	0.5203137961
851	0.4686657419	0.5202578493
852	0.4686918461	0.5202333051
853	0.4687354257	0.5201908564
854	0.4687774156	0.5201612555
855	0.4688450311	0.5201218589
856	0.4688728232	0.5200983375
857	0.4689490588	0.5200483943
858	0.468984244	0.5200285707
859	0.469005325	0.5200090979
860	0.4690538035	0.519976939
861	0.4691036264	0.5199376776
862	0.4691114431	0.5199290703
863	0.4691426815	0.51989806
864	0.4691662936	0.5198801524
865	0.4691897175	0.5198544451
866	0.4692337845	0.5198183799
867	0.4692511831	0.5197985894
868	0.4693023876	0.5197572949
869	0.469366118	0.5197114577
870	0.4694167828	0.5196801981
871	0.4694298243	0.5196638005
872	0.4694652693	0.5196348187
873	0.4695026352	0.5196119745
874	0.4695801094	0.5195630989
875	0.4696833216	0.5194905408
876	0.4697069214	0.5194716081
877	0.4697700662	0.5194315791
878	0.4698543526	0.5193744412
879	0.4698800459	0.5193499224
880	0.4699262465	0.5193106519
881	0.4699637089	0.5192844542
882	0.4700005238	0.51925357
883	0.4701147674	0.5191801768
884	0.4701627257	0.5191328413
